momentID,momentVehicleClassLower,momentVehicleClass,momentType,momentVehicle,momentVehicleTop,momentAdditional,momentIn,momentOut,momentDuration,momentDurationTop,movieID,movieName,movieYear,movieActor,movieDuration,inVehicleDuration,inVehicleFraction,movieDescription,momentDurationStacked
M16V04,helicopter,Helicopter,air-based,Aérospatiale HH-65A Dolphin ,0_Other,"chasing, hanging on",377,480,103,103,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3279
M16V06,car,Car,land-based,1987 Lincoln Mark VII,0_Other,driver,1083,1095,12,12,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3320
M16V07,car,Car,land-based,1987 Lincoln Mark VII,0_Other,driver,1330,1339,9,9,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3329
M16V08,car,Car,land-based,1987 Lincoln Mark VII,0_Other,driver,1373,1379,6,6,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3335
M16V09,car,Car,land-based,1987 Lincoln Mark VII,0_Other,passenger,1570,1581,11,11,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3346
M16V10,boat,Boat,water-based,Rubber boat,0_Other,,1669,1714,45,45,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3391
M16V11,boat,Boat,water-based,Unidentified boat 'Pa-Ja-Ma',0_Other,,1987,2007,20,20,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3411
M16V12,boat,Boat,water-based,Wavekrest research ship,0_Other,,2359,2595,236,236,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3647
M16V13,airplane,Airplane,air-based,Cessna A185F Skywagon ,0_Other,"chased, hanging on",2831,2967,136,136,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3783
M16V14,boat,Boat,water-based,Cigarette Racing Café Racer,0_Other,,3049,3065,16,16,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3799
M16V15,boat,Boat,water-based,Cigarette Racing Café Racer,0_Other,,3277,3468,191,191,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,3990
M16V16,car,Car,land-based,Rolls-Royce Silver Shadow II,0_Other,passenger,3522,3532,10,10,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4000
M16V17,car,Car,land-based,Rolls-Royce Silver Shadow II,0_Other,passenger,3629,3636,7,7,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4007
M16V18,car,Car,land-based,Rolls-Royce Silver Shadow II,0_Other,passenger,4285,4289,4,4,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4011
M16V19,car,Car,land-based,Rolls-Royce Silver Shadow II,0_Other,passenger,4720,4769,49,49,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4060
M16V20,boat,Boat,water-based,Supra Pirata,0_Other,,5421,5441,20,20,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4080
M16V21,boat,Boat,water-based,Unidentified harbour pilot boat,0_Other,,5555,5647,92,92,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4172
M16V22,boat,Boat,water-based,Wavekrest research ship,0_Other,,5668,5915,247,247,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4419
M16V23,boat,Boat,water-based,Unidentified harbour pilot boat,0_Other,,5915,5962,47,47,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4466
M16V24,car,Car,land-based,1987 Maserati Biturbo 425i,0_Other,passenger,6168,6292,124,124,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4590
M16V25,car,Car,land-based,Taylor-Dunn Tee-Bird golf cart,0_Other,passenger,6968,6993,25,25,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4615
M16V26,airplane,Airplane,air-based,Piper PA-18-150 Super Cub,0_Other,,7006,7034,28,28,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4643
M16V27,truck,Truck,land-based,1989 Kenworth W-900 B Oil truck ,0_Other,"passenger, on top, chased",7034,7082,48,48,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4691
M16V28,truck,Truck,land-based,1989 Kenworth W-900 B Oil truck ,0_Other,"driver, chased",7082,7260,178,178,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4869
M16V29,truck,Truck,land-based,1989 Kenworth W-900 B Oil truck ,0_Other,"driver, chased, crashed",7339,7457,118,118,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,4987
M16V30,truck,Truck,land-based,1989 Kenworth W-900 B Oil truck ,0_Other,"passenger, hanging on, crashed",7457,7597,140,140,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,5127
M16V31,truck,Truck,land-based,1989 Kenworth W-900 B Oil truck,0_Other,passenger,7702,7711,9,9,M16,Licence to Kill,1989,Timothy Dalton,7980,2148,27%,We mainly see a lot of oil trucks in this Dalton's second Bond movie - most of them don't make it to the end of the movie in one piece. It also includes some great airplane and water ski stunts!,5136
M17V01,airplane,Airplane,air-based,Pilatus PC-6/B2-H2 Turbo Porter ,0_Other,chased,536,548,12,12,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",12
M17V02,motorcycle,Motorcycle,land-based,Cagiva 350 T4,0_Other,,556,578,22,22,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",34
M17V03,airplane,Airplane,air-based,Pilatus PC-6/B2-H2 Turbo Porter,0_Other,,596,640,44,44,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",78
M17V06,boat,Boat,water-based,Yacht 'Manticore',0_Other,,1477,1570,93,93,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",455
M17V07,boat,Boat,water-based,Riva Aquarama Special,0_Other,,1570,1638,68,68,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",523
M17V08,boat,Boat,water-based,La Feyette (F 710) stealth ship,0_Other,,1647,1674,27,27,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",550
M17V09,airplane,Airplane,air-based,British Airways Boeing 757-236,0_Other,,3188,3196,8,8,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",558
M17V10,car,Car,land-based,1963 ZAZ 965 A Zaporozhets,0_Other,passenger,3467,3506,39,39,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",597
M17V11,car,Car,land-based,1990 Mercedes-Benz 230 E,0_Other,passenger,3975,4012,37,37,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",634
M17V12,helicopter,Helicopter,air-based,Eurocopter EC665 Tigre,0_Other,,4265,4372,107,107,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",741
M17V13,car,Car,land-based,1986 UAZ 3151 Russian army jeep,0_Other,passenger,4400,4413,13,13,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",754
M17V14,tank,Tank,land-based,KhPZ T-54 ,0_Other,"driver, chasing",4835,5290,455,455,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",1209
M17V16,car,Car,land-based,BMW 1995 BMW Z3 convertible,0_Other,driver,5663,5729,66,66,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",1534
M17V17,airplane,Airplane,air-based,Cessna 172P Skyhawk ,0_Other,crashed,6012,6136,124,124,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",1658
M17V18,helicopter,Helicopter,air-based,Eurocopter AS355 Ecureuil 2 ,0_Other,hanging on,7417,7478,61,61,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",1719
M17V19,helicopter,Helicopter,air-based,Bell UH-1 Iroqouis,0_Other,,7565,7611,46,46,M17,GoldenEye,1995,Pierce Brosnan,7800,1765,23%,"Bond is back, after a 6 year hiatus. Brosnan's first movie as Bond brings us memorable vehicle moments including the armored train, the Aston Martin DB5, and of course the tank chase through the center of St. Petersburg.",1765
M18V01,truck,Truck,land-based,ZiL 135 ,0_Other,"passenger, hanging on",299,312,13,13,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",1778
M18V02,airplane,Airplane,air-based,Aero L-39 Albatros,0_Other,,336,580,244,244,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",2022
M18V04,car,Car,land-based,1987 Daimler Limousine,0_Other,passenger,1547,1651,104,104,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",2138
M18V05,airplane,Airplane,air-based,Boeing 737,0_Other,,1657,1660,3,3,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",2141
M18V06,car,Car,land-based,1997 BMW 750iL,0_Other,driver,1843,1852,9,9,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",2150
M18V07,car,Car,land-based,1997 BMW 750iL,0_Other,driver,3211,3270,59,59,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",2209
M18V08,car,Car,land-based,1997 BMW 750iL ,0_Other,"remote controlled, chased, crashed",3599,3776,177,177,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",2386
M18V09,helicopter,Helicopter,air-based,Sikorsky MH-53M Pave Low,0_Other,,3819,3837,18,18,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",2404
M18V10,airplane,Airplane,air-based,Fairchild C-123 Provider,0_Other,,3938,4027,89,89,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",2493
M18V12,boat,Boat,water-based,HMS Devonshire ,0_Other,submerged,4107,4273,166,166,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",2662
M18V13,helicopter,Helicopter,air-based,Eurocopter AS355 Ecureuil 2 ,0_Other,,4321,4366,45,45,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",2707
M18V14,motorcycle,Motorcycle,land-based,1997 BMW R 1200 C ,0_Other,chased,4692,5043,351,351,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",3058
M18V15,boat,Boat,water-based,Junk,0_Other,,5520,5572,52,52,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",3110
M18V16,boat,Boat,water-based,Unidentified inflatable boat,0_Other,,5572,5643,71,71,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",3181
M18V17,boat,Boat,water-based,Carver's Stealth ship ,0_Other,crashed,5643,6782,1139,1139,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",4320
M18V18,boat,Boat,water-based,Carver's Stealth ship ,0_Other,wreckage,6847,6921,74,74,M18,Tomorrow Never Dies,1997,Pierce Brosnan,7140,2629,37%,"Lots of iconic vehicle scenes in this one. The remote controlled BMW chase, Carver's stealth ship - and don't forget the motorcycle chased by a helicopter through Ho Chi Minh City!",4394
M19V01,boat,Boat,water-based,Q-boat ,0_Other,chasing,472,799,327,327,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",4721
M19V02,balloon,Balloon,air-based,Hot air balloon ,0_Other,hanging on,799,834,35,35,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",4756
M19V03,car,Car,land-based,1999 BMW Z8,0_Other,driver,1713,1779,66,66,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",4822
M19V04,helicopter,Helicopter,air-based,Eurocopter AS355 Ecureuil 2 ,0_Other,,2034,2065,31,31,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",4853
M19V06,car,Car,land-based,1986 Lada Niva ,0_Other,"passenger, in trunk",3244,3284,40,40,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",5183
M19V07,airplane,Airplane,air-based,CASA C-212CB Aviocar,0_Other,,3360,3400,40,40,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",5223
M19V08,car,Car,land-based,1980 UAZ 469 B,0_Other,passenger,3400,3441,41,41,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",5264
M19V09,helicopter,Helicopter,air-based,Eurocopter EC135,0_Other,,4501,4520,19,19,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",5283
M19V10,car,Car,land-based,Pipeline inspection rig,0_Other,crashed,4532,4702,170,170,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",5453
M19V11,car,Car,land-based,1999 BMW Z8 ,0_Other,crashed,5469,5513,44,44,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",5497
M19V12,boat,Boat,water-based,Princess 40,0_Other,,6053,6101,48,48,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",5545
M19V13,submarine,Submarine,water-based,Victor III-class,0_Other,,6661,6986,325,325,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",5870
M19V14,submarine,Submarine,water-based,Victor III-class,0_Other,,7023,7323,300,300,M19,The World Is Not Enough,1999,Pierce Brosnan,7680,1606,21%,"We mainly spend time on the water in this one: from the opening Q-boat chase to the finale in the nuclear submarine. But we also get to see a 1999 BMW Z8 sliced in half, and three suspenseful minutes on a pipeline inspection rig!",6170
M20V01,surfboard,Surfboard,water-based,Surfboard,0_Other,,30,114,84,84,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",6254
M20V02,helicopter,Helicopter,air-based,Mil Mi-8T,0_Other,,186,274,88,88,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",6342
M20V03,hovercraft,Hovercraft,land-based,Osprey 5 ,0_Other,chased,530,734,204,204,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",6546
M20V04,truck,Truck,land-based,ZiL 131,0_Other,passenger,1084,1104,20,20,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",6566
M20V05,boat,Boat,water-based,Hospital ship,0_Other,,1307,1617,310,310,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",6876
M20V06,car,Car,land-based,1957 Ford Fairlane 500 Skyliner,0_Other,driver,2075,2100,25,25,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",6901
M20V07,airplane,Airplane,air-based,British Airways Boeing 747-436,0_Other,,3001,3036,35,35,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",6936
M20V08,car,Car,land-based,2002 Aston Martin Vanquish,0_Other,driver,4103,4137,34,34,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",6970
M20V09,car,Car,land-based,2002 Aston Martin Vanquish,0_Other,driver,4584,4617,33,33,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",7003
M20V10,snowmobile,Snowmobile,land-based,Snowspeeder ,0_Other,chased,5470,5648,178,178,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",7181
M20V11,surfboard,Surfboard,water-based,Kiteboard,0_Other,,5648,5702,54,54,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",7235
M20V12,snowmobile,Snowmobile,land-based,Bombardier Ski-Doo MX Z-REV,0_Other,,5753,5789,36,36,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",7271
M20V13,car,Car,land-based,2002 Aston Martin Vanquish ,0_Other,"driver, chased",5832,6243,411,411,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",7682
M20V14,car,Car,land-based,1997 Land-Rover 110 XD Defender 'Wolf',0_Other,passenger,6296,6322,26,26,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",7708
